ID,Species,Population,Region,State,Replicate,Strat Length,Strat Temp,Strat Treat,Inc Temp,TreatID,Total Germ,Viable,Dead,Total Viable,VAG,bio1,bio2,bio4,bio8,bio12,bio15,bio18
MACA1-8(1),Dieteria_canescens,UT1,San Juan,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",22,0,3,22,1,93,149,8889,159,322,23,82
MACA2-1(1),Dieteria_canescens,UT2,Escalante,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,1,2,23,0.96,41,173,7758,139,381,22,107
MACA2-2(1),Dieteria_canescens,UT2,Escalante,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",17,7,1,24,0.71,41,173,7758,139,381,22,107
MACA2-3(1),Dieteria_canescens,UT2,Escalante,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,2,1,24,0.92,41,173,7758,139,381,22,107
MACA2-4(1),Dieteria_canescens,UT2,Escalante,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,0,4,21,1,41,173,7758,139,381,22,107
MACA2-5(1),Dieteria_canescens,UT2,Escalante,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",23,0,6,23,1,41,173,7758,139,381,22,107
MACA2-6(1),Dieteria_canescens,UT2,Escalante,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,3,24,1,41,173,7758,139,381,22,107
MACA2-7(1),Dieteria_canescens,UT2,Escalante,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",21,1,6,22,0.95,41,173,7758,139,381,22,107
MACA2-8(1),Dieteria_canescens,UT2,Escalante,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,2,25,1,41,173,7758,139,381,22,107
MACA3-1(1),Dieteria_canescens,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",17,2,6,19,0.89,76,165,7062,166,564,37,159
MACA3-2(1),Dieteria_canescens,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",24,0,1,24,1,76,165,7062,166,564,37,159
MACA3-3(1),Dieteria_canescens,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",23,1,1,24,0.96,76,165,7062,166,564,37,159
MACA3-4(1),Dieteria_canescens,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",24,1,1,25,0.96,76,165,7062,166,564,37,159
MACA3-5(1),Dieteria_canescens,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,0.96,76,165,7062,166,564,37,159
MACA3-6(1),Dieteria_canescens,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,4,24,1,76,165,7062,166,564,37,159
MACA3-7(1),Dieteria_canescens,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,7,25,1,76,165,7062,166,564,37,159
MACA3-8(1),Dieteria_canescens,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,2,24,1,76,165,7062,166,564,37,159
MACA5-1(1),Dieteria_canescens,NM,Mogollon,NM,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",23,0,1,23,1,93,202,6742,176,483,60,194
MACA5-2(1),Dieteria_canescens,NM,Mogollon,NM,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-3(1),Dieteria_canescens,NM,Mogollon,NM,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-4(1),Dieteria_canescens,NM,Mogollon,NM,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-5(1),Dieteria_canescens,NM,Mogollon,NM,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-6(1),Dieteria_canescens,NM,Mogollon,NM,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-7(1),Dieteria_canescens,NM,Mogollon,NM,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-8(1),Dieteria_canescens,NM,Mogollon,NM,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",24,0,0,24,1,93,202,6742,176,483,60,194
MACA1-1(2),Dieteria_canescens,UT1,San Juan,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",12,8,5,20,0.6,93,149,8889,159,322,23,82
MACA1-2(2),Dieteria_canescens,UT1,San Juan,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",11,10,4,21,0.52,93,149,8889,159,322,23,82
MACA1-3(2),Dieteria_canescens,UT1,San Juan,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",15,7,3,22,0.68,93,149,8889,159,322,23,82
MACA1-4(2),Dieteria_canescens,UT1,San Juan,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",13,9,3,22,0.59,93,149,8889,159,322,23,82
MACA1-5(2),Dieteria_canescens,UT1,San Juan,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",17,3,5,20,0.85,93,149,8889,159,322,23,82
MACA1-6(2),Dieteria_canescens,UT1,San Juan,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",16,4,5,20,0.8,93,149,8889,159,322,23,82
MACA1-7(2),Dieteria_canescens,UT1,San Juan,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,3,23,1,93,149,8889,159,322,23,82
MACA1-8(2),Dieteria_canescens,UT1,San Juan,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",18,3,5,21,0.86,93,149,8889,159,322,23,82
MACA2-1(2),Dieteria_canescens,UT2,Escalante,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",17,5,3,22,0.77,41,173,7758,139,381,22,107
MACA2-2(2),Dieteria_canescens,UT2,Escalante,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",15,6,4,21,0.71,41,173,7758,139,381,22,107
MACA2-3(2),Dieteria_canescens,UT2,Escalante,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",19,4,2,23,0.83,41,173,7758,139,381,22,107
MACA2-4(2),Dieteria_canescens,UT2,Escalante,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",16,3,6,19,0.84,41,173,7758,139,381,22,107
MACA2-5(2),Dieteria_canescens,UT2,Escalante,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",20,2,3,22,0.91,41,173,7758,139,381,22,107
MACA2-6(2),Dieteria_canescens,UT2,Escalante,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",21,3,1,24,0.88,41,173,7758,139,381,22,107
MACA2-7(2),Dieteria_canescens,UT2,Escalante,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",22,0,4,22,1,41,173,7758,139,381,22,107
MACA2-8(2),Dieteria_canescens,UT2,Escalante,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",21,0,6,21,1,41,173,7758,139,381,22,107
MACA3-1(2),Dieteria_canescens,AZ,Flagstaff,AZ,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",14,7,4,21,0.67,76,165,7062,166,564,37,159
MACA3-2(2),Dieteria_canescens,AZ,Flagstaff,AZ,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",16,6,3,22,0.73,76,165,7062,166,564,37,159
MACA3-3(2),Dieteria_canescens,AZ,Flagstaff,AZ,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",22,0,3,22,1,76,165,7062,166,564,37,159
MACA3-4(2),Dieteria_canescens,AZ,Flagstaff,AZ,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",22,1,2,23,0.96,76,165,7062,166,564,37,159
MACA3-5(2),Dieteria_canescens,AZ,Flagstaff,AZ,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,3,23,1,76,165,7062,166,564,37,159
MACA3-6(2),Dieteria_canescens,AZ,Flagstaff,AZ,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,1,3,24,0.96,76,165,7062,166,564,37,159
MACA3-7(2),Dieteria_canescens,AZ,Flagstaff,AZ,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",18,4,3,22,0.82,76,165,7062,166,564,37,159
MACA3-8(2),Dieteria_canescens,AZ,Flagstaff,AZ,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,3,23,1,76,165,7062,166,564,37,159
MACA5-1(2),Dieteria_canescens,NM,Mogollon,NM,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",24,1,0,25,0.96,93,202,6742,176,483,60,194
MACA5-2(2),Dieteria_canescens,NM,Mogollon,NM,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-3(2),Dieteria_canescens,NM,Mogollon,NM,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-4(2),Dieteria_canescens,NM,Mogollon,NM,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,2,0,25,0.92,93,202,6742,176,483,60,194
MACA5-5(2),Dieteria_canescens,NM,Mogollon,NM,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,2,23,1,93,202,6742,176,483,60,194
MACA5-6(2),Dieteria_canescens,NM,Mogollon,NM,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",24,0,1,24,1,93,202,6742,176,483,60,194
MACA5-7(2),Dieteria_canescens,NM,Mogollon,NM,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",24,1,1,25,0.96,93,202,6742,176,483,60,194
MACA5-8(2),Dieteria_canescens,NM,Mogollon,NM,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA1-1(3),Dieteria_canescens,UT1,San Juan,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",14,9,3,23,0.61,93,149,8889,159,322,23,82
MACA1-2(3),Dieteria_canescens,UT1,San Juan,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",18,6,1,24,0.75,93,149,8889,159,322,23,82
MACA1-3(3),Dieteria_canescens,UT1,San Juan,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",7,18,0,25,0.28,93,149,8889,159,322,23,82
MACA1-4(3),Dieteria_canescens,UT1,San Juan,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",19,1,5,20,0.95,93,149,8889,159,322,23,82
MACA1-5(3),Dieteria_canescens,UT1,San Juan,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",11,3,10,14,0.79,93,149,8889,159,322,23,82
MACA1-6(3),Dieteria_canescens,UT1,San Juan,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",17,1,7,18,0.94,93,149,8889,159,322,23,82
MACA1-7(3),Dieteria_canescens,UT1,San Juan,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,2,7,20,0.9,93,149,8889,159,322,23,82
MACA1-8(3),Dieteria_canescens,UT1,San Juan,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",13,2,10,15,0.87,93,149,8889,159,322,23,82
MACA2-1(3),Dieteria_canescens,UT2,Escalante,UT,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",17,0,8,17,1,41,173,7758,139,381,22,107
MACA2-2(3),Dieteria_canescens,UT2,Escalante,UT,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",17,5,4,22,0.77,41,173,7758,139,381,22,107
MACA2-3(3),Dieteria_canescens,UT2,Escalante,UT,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,5,5,20,0.75,41,173,7758,139,381,22,107
MACA2-4(3),Dieteria_canescens,UT2,Escalante,UT,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",18,6,3,24,0.75,41,173,7758,139,381,22,107
MACA2-5(3),Dieteria_canescens,UT2,Escalante,UT,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",16,7,2,23,0.7,41,173,7758,139,381,22,107
MACA2-6(3),Dieteria_canescens,UT2,Escalante,UT,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",17,8,0,25,0.65,41,173,7758,139,381,22,107
MACA2-7(3),Dieteria_canescens,UT2,Escalante,UT,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",15,7,3,22,0.68,41,173,7758,139,381,22,107
MACA2-8(3),Dieteria_canescens,UT2,Escalante,UT,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",12,12,1,24,0.5,41,173,7758,139,381,22,107
MACA3-1(3),Dieteria_canescens,AZ,Flagstaff,AZ,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,1,9,16,0.94,76,165,7062,166,564,37,159
MACA3-2(3),Dieteria_canescens,AZ,Flagstaff,AZ,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",16,3,6,19,0.84,76,165,7062,166,564,37,159
MACA3-3(3),Dieteria_canescens,AZ,Flagstaff,AZ,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",16,0,9,16,1,76,165,7062,166,564,37,159
MACA3-4(3),Dieteria_canescens,AZ,Flagstaff,AZ,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",14,1,9,15,0.93,76,165,7062,166,564,37,159
MACA3-5(3),Dieteria_canescens,AZ,Flagstaff,AZ,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",18,3,4,21,0.86,76,165,7062,166,564,37,159
MACA3-6(3),Dieteria_canescens,AZ,Flagstaff,AZ,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",14,7,3,21,0.67,76,165,7062,166,564,37,159
MACA3-7(3),Dieteria_canescens,AZ,Flagstaff,AZ,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",12,8,4,20,0.6,76,165,7062,166,564,37,159
MACA3-8(3),Dieteria_canescens,AZ,Flagstaff,AZ,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",14,9,2,23,0.61,76,165,7062,166,564,37,159
MACA5-1(3),Dieteria_canescens,NM,Mogollon,NM,1,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",15,0,10,15,1,93,202,6742,176,483,60,194
MACA5-2(3),Dieteria_canescens,NM,Mogollon,NM,2,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",16,1,7,17,0.94,93,202,6742,176,483,60,194
MACA5-3(3),Dieteria_canescens,NM,Mogollon,NM,3,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",19,2,3,21,0.9,93,202,6742,176,483,60,194
MACA5-4(3),Dieteria_canescens,NM,Mogollon,NM,4,3,30,"3wks, 30C",20/10,"3w (30C), 20/10C",16,3,6,19,0.84,93,202,6742,176,483,60,194
MACA5-5(3),Dieteria_canescens,NM,Mogollon,NM,1,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",12,1,12,13,0.92,93,202,6742,176,483,60,194
MACA5-6(3),Dieteria_canescens,NM,Mogollon,NM,2,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",19,5,1,24,0.79,93,202,6742,176,483,60,194
MACA5-7(3),Dieteria_canescens,NM,Mogollon,NM,3,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",13,6,6,19,0.68,93,202,6742,176,483,60,194
MACA5-8(3),Dieteria_canescens,NM,Mogollon,NM,4,3,30,"3wks, 30C",25/15,"3w (30C), 25/15C",16,2,7,18,0.89,93,202,6742,176,483,60,194
MACA1-1(4),Dieteria_canescens,UT1,San Juan,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",15,7,1,22,0.68,93,149,8889,159,322,23,82
MACA1-2(4),Dieteria_canescens,UT1,San Juan,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",11,12,2,23,0.48,93,149,8889,159,322,23,82
MACA1-3(4),Dieteria_canescens,UT1,San Juan,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,6,1,24,0.75,93,149,8889,159,322,23,82
MACA1-4(4),Dieteria_canescens,UT1,San Juan,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",17,4,6,21,0.81,93,149,8889,159,322,23,82
MACA1-5(4),Dieteria_canescens,UT1,San Juan,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",23,1,1,24,0.96,93,149,8889,159,322,23,82
MACA1-6(4),Dieteria_canescens,UT1,San Juan,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",22,1,2,23,0.96,93,149,8889,159,322,23,82
MACA1-7(4),Dieteria_canescens,UT1,San Juan,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",24,0,1,24,1,93,149,8889,159,322,23,82
MACA1-8(4),Dieteria_canescens,UT1,San Juan,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,2,2,23,0.91,93,149,8889,159,322,23,82
MACA2-1(4),Dieteria_canescens,UT2,Escalante,UT,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,2,5,20,0.9,41,173,7758,139,381,22,107
MACA2-2(4),Dieteria_canescens,UT2,Escalante,UT,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",14,11,0,25,0.54,41,173,7758,139,381,22,107
MACA2-3(4),Dieteria_canescens,UT2,Escalante,UT,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",21,3,1,24,0.88,41,173,7758,139,381,22,107
MACA2-4(4),Dieteria_canescens,UT2,Escalante,UT,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,0,7,18,1,41,173,7758,139,381,22,107
MACA2-5(4),Dieteria_canescens,UT2,Escalante,UT,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",15,10,0,25,0.6,41,173,7758,139,381,22,107
MACA2-6(4),Dieteria_canescens,UT2,Escalante,UT,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,2,3,23,0.91,41,173,7758,139,381,22,107
MACA2-7(4),Dieteria_canescens,UT2,Escalante,UT,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",13,7,5,20,0.65,41,173,7758,139,381,22,107
MACA2-8(4),Dieteria_canescens,UT2,Escalante,UT,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",17,5,3,22,0.77,41,173,7758,139,381,22,107
MACA3-1(4),Dieteria_canescens,AZ,Flagstaff,AZ,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",19,2,5,21,0.9,76,165,7062,166,564,37,159
MACA3-2(4),Dieteria_canescens,AZ,Flagstaff,AZ,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",18,1,6,19,0.95,76,165,7062,166,564,37,159
MACA3-3(4),Dieteria_canescens,AZ,Flagstaff,AZ,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",17,6,2,23,0.74,76,165,7062,166,564,37,159
MACA3-4(4),Dieteria_canescens,AZ,Flagstaff,AZ,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",12,4,9,16,0.75,76,165,7062,166,564,37,159
MACA3-5(4),Dieteria_canescens,AZ,Flagstaff,AZ,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",18,4,3,22,0.82,76,165,7062,166,564,37,159
MACA3-6(4),Dieteria_canescens,AZ,Flagstaff,AZ,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",19,5,1,24,0.79,76,165,7062,166,564,37,159
MACA3-7(4),Dieteria_canescens,AZ,Flagstaff,AZ,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,1,3,22,0.95,76,165,7062,166,564,37,159
MACA3-8(4),Dieteria_canescens,AZ,Flagstaff,AZ,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",17,4,4,21,0.81,76,165,7062,166,564,37,159
MACA5-1(4),Dieteria_canescens,NM,Mogollon,NM,1,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",24,0,1,24,1,93,202,6742,176,483,60,194
MACA5-2(4),Dieteria_canescens,NM,Mogollon,NM,2,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",24,0,1,24,1,93,202,6742,176,483,60,194
MACA5-3(4),Dieteria_canescens,NM,Mogollon,NM,3,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",22,0,3,22,1,93,202,6742,176,483,60,194
MACA5-4(4),Dieteria_canescens,NM,Mogollon,NM,4,0,NS,"0wks, NS",20/10,"0w (NS), 20/10C",25,0,0,25,1,93,202,6742,176,483,60,194
MACA5-5(4),Dieteria_canescens,NM,Mogollon,NM,1,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",22,1,2,23,0.96,93,202,6742,176,483,60,194
MACA5-6(4),Dieteria_canescens,NM,Mogollon,NM,2,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",24,0,1,24,1,93,202,6742,176,483,60,194
MACA5-7(4),Dieteria_canescens,NM,Mogollon,NM,3,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",23,0,2,23,1,93,202,6742,176,483,60,194
MACA5-8(4),Dieteria_canescens,NM,Mogollon,NM,4,0,NS,"0wks, NS",25/15,"0w (NS), 25/15C",21,0,4,21,1,93,202,6742,176,483,60,194
HEVI1-1(1),Heterotheca_villosa,UT,Rio Mesa,UT,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",18,1,6,19,0.95,113,157,9294,180,267,20,65
HEVI1-2(1),Heterotheca_villosa,UT,Rio Mesa,UT,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,0,3,22,1,113,157,9294,180,267,20,65
HEVI1-3(1),Heterotheca_villosa,UT,Rio Mesa,UT,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",15,1,9,16,0.94,113,157,9294,180,267,20,65
HEVI1-4(1),Heterotheca_villosa,UT,Rio Mesa,UT,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",24,0,3,24,1,113,157,9294,180,267,20,65
HEVI1-5(1),Heterotheca_villosa,UT,Rio Mesa,UT,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",20,2,4,22,0.91,113,157,9294,180,267,20,65
HEVI1-6(1),Heterotheca_villosa,UT,Rio Mesa,UT,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",19,2,3,21,0.9,113,157,9294,180,267,20,65
HEVI1-7(1),Heterotheca_villosa,UT,Rio Mesa,UT,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",18,4,3,22,0.82,113,157,9294,180,267,20,65
HEVI1-8(1),Heterotheca_villosa,UT,Rio Mesa,UT,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",23,1,1,24,0.96,113,157,9294,180,267,20,65
HEVI2-1(1),Heterotheca_villosa,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",18,1,7,19,0.95,62,159,6985,150,540,37,158
HEVI2-2(1),Heterotheca_villosa,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,3,1,24,0.88,62,159,6985,150,540,37,158
HEVI2-3(1),Heterotheca_villosa,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",22,1,2,23,0.96,62,159,6985,150,540,37,158
HEVI2-4(1),Heterotheca_villosa,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",21,1,3,22,0.95,62,159,6985,150,540,37,158
HEVI2-5(1),Heterotheca_villosa,AZ,Flagstaff,AZ,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",13,1,10,14,0.93,62,159,6985,150,540,37,158
HEVI2-6(1),Heterotheca_villosa,AZ,Flagstaff,AZ,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",21,2,2,23,0.91,62,159,6985,150,540,37,158
HEVI2-7(1),Heterotheca_villosa,AZ,Flagstaff,AZ,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",21,1,4,22,0.95,62,159,6985,150,540,37,158
HEVI2-8(1),Heterotheca_villosa,AZ,Flagstaff,AZ,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",20,1,3,21,0.95,62,159,6985,150,540,37,158
HEVI3-1(1),Heterotheca_villosa,NM,Salinas,NM,1,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",14,0,11,14,1,88,152,6604,165,506,70,240
HEVI3-2(1),Heterotheca_villosa,NM,Salinas,NM,2,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",5,0,19,5,1,88,152,6604,165,506,70,240
HEVI3-3(1),Heterotheca_villosa,NM,Salinas,NM,3,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",8,0,17,8,1,88,152,6604,165,506,70,240
HEVI3-4(1),Heterotheca_villosa,NM,Salinas,NM,4,8,3,"8wks, 3C",20/10,"8w (3C), 20/10C",9,0,16,9,1,88,152,6604,165,506,70,240
HEVI3-5(1),Heterotheca_villosa,NM,Salinas,NM,1,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",8,0,17,8,1,88,152,6604,165,506,70,240
HEVI3-6(1),Heterotheca_villosa,NM,Salinas,NM,2,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",10,0,15,10,1,88,152,6604,165,506,70,240
HEVI3-7(1),Heterotheca_villosa,NM,Salinas,NM,3,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",5,1,19,6,0.83,88,152,6604,165,506,70,240
HEVI3-8(1),Heterotheca_villosa,NM,Salinas,NM,4,8,3,"8wks, 3C",25/15,"8w (3C), 25/15C",4,0,21,4,1,88,152,6604,165,506,70,240
HEVI1-1(2),Heterotheca_villosa,UT,Rio Mesa,UT,1,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,1,1,24,0.96,113,157,9294,180,267,20,65
HEVI1-2(2),Heterotheca_villosa,UT,Rio Mesa,UT,2,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",23,1,1,24,0.96,113,157,9294,180,267,20,65
HEVI1-3(2),Heterotheca_villosa,UT,Rio Mesa,UT,3,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",22,1,2,23,0.96,113,157,9294,180,267,20,65
HEVI1-4(2),Heterotheca_villosa,UT,Rio Mesa,UT,4,3,3,"3wks, 3C",20/10,"3w (3C), 20/10C",18,2,5,20,0.9,113,157,9294,180,267,20,65
HEVI1-5(2),Heterotheca_villosa,UT,Rio Mesa,UT,1,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",23,0,3,23,1,113,157,9294,180,267,20,65
HEVI1-6(2),Heterotheca_villosa,UT,Rio Mesa,UT,2,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",16,2,7,18,0.89,113,157,9294,180,267,20,65
HEVI1-7(2),Heterotheca_villosa,UT,Rio Mesa,UT,3,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",18,0,10,18,1,113,157,9294,180,267,20,65
HEVI1-8(2),Heterotheca_villosa,UT,Rio Mesa,UT,4,3,3,"3wks, 3C",25/15,"3w (3C), 25/15C",18,0,12,18,1,113,157,9294,180,267,20,65
